Time Stamp (s)	Temperature (K)	Field (Oe)	Resistance Ch1 (Ohms)	Resistance Std. Dev. Ch1 (Ohms)	Phase Angle Ch1 (deg)	Frequency Ch1 (Hz)	Averaging Time Ch1 (s)	AC Current Ch1 (mA)	DC Current Ch1 (mA)	Voltage Ampl Ch1 (V)	In Phase Voltage Ampl Ch1 (V)	Quadrature Voltage Ch1 (V)	Gain Ch1	2nd Harmonic Ch1 (dB)	3rd Harmonic Ch1 (dB)	Resistance Ch2 (Ohms)	Resistance Std. Dev. Ch2 (Ohms)	Phase Angle Ch2 (deg)	Frequency Ch2 (Hz)	Averaging Time Ch2 (s)	AC Current Ch2 (mA)	DC Current Ch2 (mA)	Voltage Ampl Ch2 (V)	In Phase Voltage Ampl Ch2 (V)	Quadrature Voltage Ch2 (V)	Gain Ch2	2nd Harmonic Ch2 (dB)	3rd Harmonic Ch2 (dB)	ETO Status Code	ETO Measurement Mode
3634047951	7.000098705	80898.99219														19145.59	0	2.03712	0.5086185	1.96611	0.0001	0	0.001915755	0.001914545	6.81E-05	900	-46.55487	-51.26222	407379328	0
3634047969	6.999116421	81910.29688	4848.113	0	2.384935	0.4359754	2.293708	0.0001	0	0.000485226	0.000484806	2.02E-05	900	-57.70914	-68.5976														105388928	0
3634047981	6.999904156	81910.21875														19402.65	0	2.03694	0.5086185	1.96611	0.0001	0	0.001941478	0.001940251	6.90E-05	900	-46.5795	-51.3974	407379328	0
3634047999	6.999380112	82921.57813	4885.916	0	2.385164	0.4359754	2.293708	0.0001	0	0.00048901	0.000488586	2.04E-05	900	-57.62523	-68.53673														105388928	0
3634048011	7.000032902	82921.57031														19653.12	0	2.036308	0.5086185	1.96611	0.0001	0	0.00196654	0.001965298	6.99E-05	900	-46.29356	-51.04244	407379328	0
3634048029	6.999838352	83932.78906	4922.438	0	2.385797	0.4359754	2.293708	0.0001	0	0.000492665	0.000492238	2.05E-05	900	-57.58757	-68.40447														105388928	0
3634048041	6.999937534	83932.77344														19907.74	0	2.036743	0.5086185	1.96611	0.0001	0	0.001992018	0.001990759	7.08E-05	900	-46.32837	-51.054	407379328	0
3634048059	6.99985218	84944.03906	4953.05	0	2.382507	0.4359754	2.293708	0.0001	0	0.000495728	0.000495299	2.06E-05	900	-56.92135	-65.81903														105388928	0
3634048071	7.000102043	84944.0625														20152.56	0	2.035101	0.5086185	1.96611	0.0001	0	0.002016513	0.002015241	7.16E-05	900	-45.6929	-50.39667	407379328	0
3634048089	6.999775887	85955.17188	4990.872	0	2.38572	0.4359754	2.293708	0.0001	0	0.000499514	0.000499081	2.08E-05	900	-57.42754	-68.39103														105388928	0
3634048101	7.000170231	85955.19531														20411.97	0	2.036496	0.5086185	1.96611	0.0001	0	0.002042472	0.002041182	7.26E-05	900	-46.05241	-50.90961	407379328	0
3634048119	6.999474049	86966.54688	5018.196	0	2.38183	0.4359754	2.293708	0.0001	0	0.000502248	0.000501814	2.09E-05	900	-56.78844	-65.79926														105388928	0
3634048131	7.00011158	86966.57031														20663.7	0	2.036546	0.5086185	1.96611	0.0001	0	0.002067661	0.002066355	7.35E-05	900	-45.90808	-50.77427	407379328	0
3634048149	6.999871731	87977.67969	5052.532	0	2.384196	0.4359754	2.293708	0.0001	0	0.000505685	0.000505247	2.10E-05	900	-57.29395	-68.32651														105388928	0
3634048161	7.000220299	87977.67188														20886.11	0	2.026757	0.5086185	1.96611	0.0001	0	0.002089903	0.002088596	7.39E-05	900	-43.99683	-48.36428	407379328	0
3634048179	6.999297142	88988.9375	5079.896	0	2.384659	0.4359754	2.293708	0.0001	0	0.000508424	0.000507984	2.12E-05	900	-57.28729	-68.3233														105388928	0
3634048191	7.000216484	88988.97656														21167.18	0	2.035671	0.5086185	1.96611	0.0001	0	0.002118039	0.002116702	7.52E-05	900	-45.65448	-50.56747	407379328	0
3634048209	6.999595642	90000.14063	5100.271	0	2.382448	0.4359754	2.293708	0.0001	0	0.000510462	0.000510021	2.12E-05	900	-56.79251	-65.75756														105388928	0
3634048221	7.000561237	90000.17969														21419.13	0	2.034716	0.5086185	1.96611	0.0001	0	0.002143249	0.002141898	7.61E-05	900	-45.51571	-50.4712	407379328	0
