Time Stamp (s)	Temperature (K)	Field (Oe)	Resistance Ch1 (Ohms)	Resistance Std. Dev. Ch1 (Ohms)	Phase Angle Ch1 (deg)	Frequency Ch1 (Hz)	Averaging Time Ch1 (s)	AC Current Ch1 (mA)	DC Current Ch1 (mA)	Voltage Ampl Ch1 (V)	In Phase Voltage Ampl Ch1 (V)	Quadrature Voltage Ch1 (V)	Gain Ch1	2nd Harmonic Ch1 (dB)	3rd Harmonic Ch1 (dB)	Resistance Ch2 (Ohms)	Resistance Std. Dev. Ch2 (Ohms)	Phase Angle Ch2 (deg)	Frequency Ch2 (Hz)	Averaging Time Ch2 (s)	AC Current Ch2 (mA)	DC Current Ch2 (mA)	Voltage Ampl Ch2 (V)	In Phase Voltage Ampl Ch2 (V)	Quadrature Voltage Ch2 (V)	Gain Ch2	2nd Harmonic Ch2 (dB)	3rd Harmonic Ch2 (dB)	ETO Status Code	ETO Measurement Mode
3634042756	4.000052929	85955.29688														20825.78	0	2.033884	0.5086185	1.96611	0.0001	0	0.002083875	0.002082563	7.40E-05	900	-45.60531	-50.8133	407379328	0
3634042774	4.000209808	84944.00781	5619.569	0	2.381713	0.4359754	2.293708	0.0001	0	0.000562436	0.00056195	2.34E-05	900	-55.80979	-67.22989														105388928	0
3634042785	4.000133038	84943.95313														20557.96	0	2.034758	0.5086185	1.96611	0.0001	0	0.002057078	0.002055781	7.30E-05	900	-45.90054	-51.09421	407379328	0
3634042803	4.000517845	83932.82031	5577.429	0	2.380736	0.4359754	2.293708	0.0001	0	0.000558218	0.000557736	2.32E-05	900	-55.51649	-64.69979														105388928	0
3634042815	3.999795914	83932.92969														20286.46	0	2.03347	0.5086185	1.96611	0.0001	0	0.00202991	0.002028631	7.20E-05	900	-45.76014	-50.74814	407379328	0
3634042833	4.000432491	82921.64063	5547.116	0	2.382078	0.4359754	2.293708	0.0001	0	0.000555185	0.000554705	2.31E-05	900	-56.27922	-67.44733														105388928	0
3634042845	3.999855757	82921.63281														20022.29	0	2.034371	0.5086185	1.96611	0.0001	0	0.002003478	0.002002215	7.11E-05	900	-45.89244	-50.79231	407379328	0
3634042863	4.00033617	81910.38281	5508.417	0	2.380085	0.4359754	2.293708	0.0001	0	0.000551311	0.000550835	2.29E-05	900	-55.94624	-64.94632														105388928	0
3634042874	4.00002718	81910.38281														19762.18	0	2.034875	0.5086185	1.96611	0.0001	0	0.00197745	0.001976203	7.02E-05	900	-46.13774	-51.06528	407379328	0
3634042892	4.000678062	80899.09375	5482.532	0	2.382112	0.4359754	2.293708	0.0001	0	0.000548721	0.000548247	2.28E-05	900	-56.78127	-67.81846														105388928	0
3634042903	4.000021458	80899.09375														19502.94	0	2.035371	0.5086185	1.96611	0.0001	0	0.001951511	0.00195028	6.93E-05	900	-46.3698	-51.30575	407379328	0
3634042922	4.000375748	79887.90625	5453.583	0	2.380812	0.4359754	2.293708	0.0001	0	0.000545823	0.000545352	2.27E-05	900	-56.96529	-67.70285														105388928	0
3634042934	3.999998093	79887.85938														19244.27	0	2.035878	0.5086185	1.96611	0.0001	0	0.001925628	0.001924412	6.84E-05	900	-46.57434	-51.50792	407379328	0
3634042952	4.000687122	78876.67188	5427.704	0	2.383214	0.4359754	2.293708	0.0001	0	0.000543234	0.000542764	2.26E-05	900	-57.22836	-67.83942														105388928	0
3634042963	4.000178814	78876.67969														18984.16	0	2.035482	0.5086185	1.96611	0.0001	0	0.0018996	0.001898402	6.75E-05	900	-46.69752	-51.61971	407379328	0
3634042981	4.000569344	77865.39063	5404.29	0	2.381903	0.4359754	2.293708	0.0001	0	0.00054089	0.000540423	2.25E-05	900	-57.43545	-67.64779														105388928	0
3634042992	4.000024796	77865.375														18722.11	0	2.036359	0.5086185	1.96611	0.0001	0	0.001873381	0.001872197	6.66E-05	900	-46.83854	-51.70208	407379328	0
3634043010	4.000655174	76854.10938	5383.037	0	2.381801	0.4359754	2.293708	0.0001	0	0.000538763	0.000538297	2.24E-05	900	-57.58286	-67.67046														105388928	0
3634043021	4.00002718	76854.15625														18456.19	0	2.036316	0.5086185	1.96611	0.0001	0	0.001846771	0.001845605	6.56E-05	900	-46.91539	-51.76243	407379328	0
3634043039	4.000404358	75842.90625	5362.735	0	2.383035	0.4359754	2.293708	0.0001	0	0.000536731	0.000536267	2.23E-05	900	-57.66321	-67.85697														105388928	0
3634043051	4.000203609	75842.83594														18185.92	0	2.037254	0.5086185	1.96611	0.0001	0	0.001819728	0.001818578	6.47E-05	900	-47.03049	-52.0169	407379328	0
3634043069	4.000683784	74831.61719	5335.847	0	2.381273	0.4359754	2.293708	0.0001	0	0.00053404	0.000533579	2.22E-05	900	-56.95983	-65.3009														105388928	0
3634043080	3.999635935	74831.59375														17880.89	0	2.030819	0.5086185	1.96611	0.0001	0	0.001789199	0.001788076	6.34E-05	900	-45.36789	-49.79565	407379328	0
3634043098	4.000678062	73820.375	5312.183	0	2.382768	0.4359754	2.293708	0.0001	0	0.000531672	0.000531212	2.21E-05	900	-57.43716	-68.1227														105388928	0
3634043109	4.000287056	73820.35156														17587	0	2.029242	0.5086185	1.96611	0.0001	0	0.001759791	0.001758687	6.23E-05	900	-45.39798	-49.87083	407379328	0
3634043127	4.000346661	72809.08594	5265.522	0	2.380555	0.4359754	2.293708	0.0001	0	0.000527001	0.000526546	2.19E-05	900	-56.43772	-65.38087														105388928	0
3634043138	3.9999156	72809.10938														17296.96	0	2.037662	0.5086185	1.96611	0.0001	0	0.001730778	0.001729683	6.15E-05	900	-47.16698	-52.29986	407379328	0
3634043157	4.000544071	71797.97656	5204.326	0	2.382694	0.4359754	2.293708	0.0001	0	0.000520877	0.000520427	2.17E-05	900	-56.29745	-68.26836														105388928	0
3634043168	3.999790192	71798.01563														16952.22	0	2.038084	0.5086185	1.96611	0.0001	0	0.001696283	0.00169521	6.03E-05	900	-47.22458	-52.46153	407379328	0
3634043186	4.000278473	70786.70313	5098.511	0	2.383747	0.4359754	2.293708	0.0001	0	0.000510287	0.000509845	2.12E-05	900	-55.25312	-68.27821														105388928	0
3634043197	3.999852657	70786.71094														16563.68	0	2.038883	0.5086185	1.96611	0.0001	0	0.001657405	0.001656356	5.90E-05	900	-47.26275	-52.75426	407379328	0
3634043215	4.000463486	69775.44531	4931.793	0	2.383922	0.4359754	2.293708	0.0001	0	0.000493601	0.000493174	2.05E-05	900	-53.89561	-68.40531														105388928	0
3634043226	4.000489235	69775.42188														16121.76	0	2.03989	0.5086185	1.96611	0.0001	0	0.001613187	0.001612164	5.74E-05	900	-47.24253	-52.97071	407379328	0
3634043244	4.000937462	68764.28906	4672.96	0	2.383474	0.4359754	2.293708	0.0001	0	0.000467695	0.000467291	1.95E-05	900	-52.24857	-66.19062														105388928	0
3634043256	3.999866962	68764.32813														15623.08	0	2.039397	0.5086185	1.96611	0.0001	0	0.001563287	0.001562297	5.56E-05	900	-47.34898	-53.19416	407379328	0
3634043274	4.000731945	67752.78125	4300.185	0	2.382151	0.4359754	2.293708	0.0001	0	0.000430385	0.000430013	1.79E-05	900	-50.86673	-66.69498														105388928	0
3634043285	3.999741554	67752.82813														15072.81	0	2.039899	0.5086185	1.96611	0.0001	0	0.001508226	0.00150727	5.37E-05	900	-47.60482	-53.5321	407379328	0
3634043303	4.000747204	66741.82031	3786.644	0	2.384288	0.4359754	2.293708	0.0001	0	0.000378988	0.00037866	1.58E-05	900	-49.72308	-69.88361														105388928	0
3634043314	3.999750137	66741.82813														14490.75	0	2.040824	0.5086185	1.96611	0.0001	0	0.001449984	0.001449064	5.16E-05	900	-48.08669	-53.7533	407379328	0
3634043331	4.001097679	65730.53906	3117.186	0	2.383134	0.4359754	2.293708	0.0001	0	0.000311985	0.000311715	1.30E-05	900	-48.97408	-68.39194														105388928	0
3634043342	3.999992847	65730.53125														13924.83	0	2.04218	0.5086185	1.96611	0.0001	0	0.001393357	0.001392472	4.97E-05	900	-48.86793	-54.04399	407379328	0
3634043359	4.000533104	64719.22656	2344.683	0	2.383375	0.4359754	2.293708	0.0001	0	0.000234669	0.000234466	9.76E-06	900	-49.16529	-72.89227														105388928	0
3634043371	3.999866962	64719.23828														13441.45	0	2.043257	0.5086185	1.96611	0.0001	0	0.00134499	0.001344135	4.80E-05	900	-49.88661	-54.37991	407379328	0
3634043388	4.000750065	63708.05859	1544.998	0	2.378045	0.4359754	2.293708	0.0001	0	0.000154631	0.000154498	6.42E-06	900	-50.34967	-72.88432														105388928	0
3634043400	3.999721527	63708.09375														13079.6	0	2.037622	0.5086185	1.96611	0.0001	0	0.001308778	0.00130795	4.65E-05	900	-48.60829	-52.33207	407379328	0
3634043417	4.000555515	62696.57422	850.2103	0	2.377143	0.4359754	2.293708	0.0001	0	8.51E-05	8.50E-05	3.53E-06	900	-53.13753	-76.27679														105388928	0
3634043429	3.999835491	62696.58594														12906.73	0	2.042592	0.5086185	1.96611	0.0001	0	0.001291485	0.001290664	4.60E-05	900	-51.1338	-54.66113	407379328	0
3634043446	4.000675201	61685.35547	363.6075	0	2.360862	0.4359754	2.293708	0.0001	0	3.64E-05	3.64E-05	1.50E-06	900	-57.84483	-83.97915														105388928	0
3634043458	3.999743938	61685.36719														12826.27	0	2.043932	0.5086185	1.96611	0.0001	0	0.001283434	0.001282618	4.58E-05	900	-51.19161	-54.72348	407379328	0
3634043475	4.000875473	60673.92188	107.6561	0	2.36265	0.4359754	2.293708	0.0001	0	1.08E-05	1.08E-05	4.44E-07	900	-65.39716	-89.97153														105388928	0
3634043487	4.000067234	60673.93359														12801.92	0	2.044786	0.5086185	1.96611	0.0001	0	0.001280998	0.001280183	4.57E-05	900	-51.28963	-54.81681	407379328	0
3634043505	4.000758648	59662.75781	18.18685	0	2.000757	0.4359754	2.293708	0.0001	0	1.82E-06	1.82E-06	6.35E-08	900	-77.25542	-106.3327														105388928	0
3634043516	4.000175476	59662.73438														12795.58	0	2.044301	0.5086185	1.96611	0.0001	0	0.001280363	0.001279548	4.57E-05	900	-51.31839	-54.82418	407379328	0
3634043534	4.0007267	58651.625	1.303935	0	-0.3512623	0.4359754	2.293708	0.0001	0	1.30E-07	1.30E-07	-7.99E-10	900	-93.22132	-103.5884														105388928	0
3634043545	3.999966621	58651.61328														12776.34	0	2.037986	0.5086185	1.96611	0.0001	0	0.001278433	0.001277624	4.55E-05	900	-49.01266	-52.50337	407379328	0
3634043563	4.000815392	57640.28516	0.1288963	0	-42.1107	0.4359754	2.293708	0.0001	0	1.74E-08	1.29E-08	-1.17E-08	900	-106.1812	-113.5653														105388928	0
3634043574	3.999893427	57640.30859														12794.03	0	2.044445	0.5086185	1.96611	0.0001	0	0.001280208	0.001279393	4.57E-05	900	-51.20451	-54.7907	407379328	0
3634043592	4.000661373	56629.03125	0.2292716	0	-38.44764	0.4359754	2.293708	0.0001	0	2.93E-08	2.29E-08	-1.82E-08	900	-103.9932	-111.7778														105388928	0
3634043603	4.000123978	56629.01953														12795.8	0	2.045107	0.5086185	1.96611	0.0001	0	0.001280386	0.001279571	4.57E-05	900	-51.48674	-54.99148	407379328	0
3634043621	4.000598431	55617.89844	0.1433883	0	-37.63027	0.4359754	2.293708	0.0001	0	1.81E-08	1.43E-08	-1.11E-08	900	-102.2537	-106.8793														105388928	0
3634043632	3.999918461	55617.93359														12794.75	0	2.043874	0.5086185	1.96611	0.0001	0	0.00128028	0.001279466	4.57E-05	900	-51.29227	-54.92112	407379328	0
3634043650	4.00082922	54606.72656	3.155948	0	-1.434283	0.4359754	2.293708	0.0001	0	3.16E-07	3.16E-07	-7.90E-09	900	-102.3632	-105.4336														105388928	0
3634043661	4.000021458	54606.71484														12793.86	0	2.043993	0.5086185	1.96611	0.0001	0	0.001280191	0.001279377	4.57E-05	900	-51.23616	-54.87444	407379328	0
3634043679	4.001052856	53595.28125	16.54556	0	2.165453	0.4359754	2.293708	0.0001	0	1.66E-06	1.65E-06	6.26E-08	900	-92.729	-101.5805														105388928	0
3634043691	3.999852657	53595.28125														12793.13	0	2.044677	0.5086185	1.96611	0.0001	0	0.001280119	0.001279304	4.57E-05	900	-51.28319	-54.90858	407379328	0
3634043709	4.000363827	52584.0625	44.73533	0	2.233834	0.4359754	2.293708	0.0001	0	4.48E-06	4.47E-06	1.74E-07	900	-89.87495	-97.18505														105388928	0
3634043720	3.99981904	52584.00391														12789.87	0	2.044552	0.5086185	1.96611	0.0001	0	0.001279792	0.001278978	4.57E-05	900	-51.30293	-54.82723	407379328	0
3634043738	4.000533104	51572.94141	72.3506	0	2.197876	0.4359754	2.293708	0.0001	0	7.24E-06	7.23E-06	2.78E-07	900	-88.7065	-93.28378														105388928	0
3634043749	4.000000954	51572.96484														12777.13	0	2.044464	0.5086185	1.96611	0.0001	0	0.001278517	0.001277703	4.56E-05	900	-51.24921	-54.77273	407379328	0
3634043767	4.000338078	50561.73438	96.36567	0	2.325232	0.4359754	2.293708	0.0001	0	9.64E-06	9.64E-06	3.91E-07	900	-80.25008	-83.965														105388928	0
3634043778	3.999798536	50561.68359														12739.46	0	2.04516	0.5086185	1.96611	0.0001	0	0.001274749	0.001273937	4.55E-05	900	-51.37508	-54.85468	407379328	0
3634043796	4.001049995	49550.40625	136.612	0	2.423631	0.4359754	2.293708	0.0001	0	1.37E-05	1.37E-05	5.78E-07	900	-69.82547	-84.54214														105388928	0
3634043807	4.000181198	49550.39453														12666.01	0	2.044698	0.5086185	1.96611	0.0001	0	0.001267399	0.001266592	4.52E-05	900	-51.40308	-54.97799	407379328	0
3634043825	4.000692368	48539.21094	211.7053	0	2.286627	0.4359754	2.293708	0.0001	0	2.12E-05	2.12E-05	8.45E-07	900	-63.61187	-81.66169														105388928	0
3634043837	4.000506401	48539.23438														12534.79	0	2.044075	0.5086185	1.96611	0.0001	0	0.001254268	0.001253469	4.47E-05	900	-51.52502	-55.01095	407379328	0
3634043855	4.00075531	47527.87109	354.9472	0	2.305378	0.4359754	2.293708	0.0001	0	3.55E-05	3.55E-05	1.43E-06	900	-61.19552	-80.74706														105388928	0
3634043866	4.000195026	47527.91797														12338.18	0	2.042851	0.5086185	1.96611	0.0001	0	0.001234593	0.001233809	4.40E-05	900	-51.77121	-55.33321	407379328	0
3634043884	4.000892639	46516.55859	518.2785	0	2.329926	0.4359754	2.293708	0.0001	0	5.19E-05	5.18E-05	2.11E-06	900	-60.70403	-78.64326														105388928	0
3634043896	3.999927044	46516.57031														12051.71	0	2.044367	0.5086185	1.96611	0.0001	0	0.00120593	0.001205162	4.30E-05	900	-52.05956	-55.48323	407379328	0
3634043914	4.000763893	45505.31641	682.6959	0	2.41434	0.4359754	2.293708	0.0001	0	6.83E-05	6.83E-05	2.88E-06	900	-58.63704	-77.31927														105388928	0
3634043925	4.000123978	45505.31641														11730.38	0	2.04538	0.5086185	1.96611	0.0001	0	0.001173777	0.001173029	4.19E-05	900	-52.41596	-56.11272	407379328	0
3634043943	4.000369549	44494.13281	820.039	0	2.386731	0.4359754	2.293708	0.0001	0	8.21E-05	8.20E-05	3.42E-06	900	-58.33853	-75.83726														105388928	0
3634043954	3.999555588	44494.14453														11315.94	0	2.045532	0.5086185	1.96611	0.0001	0	0.001132307	0.001131586	4.04E-05	900	-52.42605	-56.24336	407379328	0
3634043972	4.000783443	43482.89063	939.8771	0	2.407982	0.4359754	2.293708	0.0001	0	9.41E-05	9.40E-05	3.95E-06	900	-57.58331	-79.4782														105388928	0
3634043983	3.999849796	43482.87891														10869.75	0	2.043943	0.5086185	1.96611	0.0001	0	0.001087659	0.001086967	3.88E-05	900	-52.73195	-56.5123	407379328	0
3634044001	4.000983238	42471.67188	1096.781	0	2.393052	0.4359754	2.293708	0.0001	0	0.000109773	0.000109677	4.58E-06	900	-57.32255	-74.55351														105388928	0
3634044013	4.000257969	42471.67188														10441.17	0	2.04621	0.5086185	1.96611	0.0001	0	0.001044776	0.001044109	3.73E-05	900	-53.13778	-57.02514	407379328	0
3634044031	4.000075817	41460.48828	1272.855	0	2.372745	0.4359754	2.293708	0.0001	0	0.000127393	0.000127284	5.27E-06	900	-58.9357	-76.28814														105388928	0
3634044043	3.999969959	41460.5625														10029.39	0	2.045334	0.5086185	1.96611	0.0001	0	0.001003571	0.001002931	3.58E-05	900	-53.58066	-57.54193	407379328	0
3634044061	4.001149178	40449.42969	1420.607	0	2.384686	0.4359754	2.293708	0.0001	0	0.000142182	0.000142059	5.92E-06	900	-62.30888	-75.48262														105388928	0
3634044072	3.999969959	40449.42969														9640.101	0	2.045901	0.5086185	1.96611	0.0001	0	0.000964618	0.000964003	3.44E-05	900	-53.74405	-57.63956	407379328	0
3634044090	4.000832558	39438.18359	1535.989	0	2.383496	0.4359754	2.293708	0.0001	0	0.00015373	0.000153597	6.39E-06	900	-66.03585	-75.73791														105388928	0
3634044102	3.999616146	39438.17188														9284.462	0	2.046874	0.5086185	1.96611	0.0001	0	0.000929032	0.000928439	3.32E-05	900	-54.08798	-57.87119	407379328	0
3634044121	4.000837803	38426.75	1615.43	0	2.386781	0.4359754	2.293708	0.0001	0	0.000161681	0.000161541	6.73E-06	900	-71.5275	-78.57095														105388928	0
3634044132	4.000492573	38426.76172														8985.699	0	2.045622	0.5086185	1.96611	0.0001	0	0.000899136	0.000898563	3.21E-05	900	-54.46395	-58.16609	407379328	0
3634044151	4.000501156	37415.39844	1665.007	0	2.38807	0.4359754	2.293708	0.0001	0	0.000166644	0.000166499	6.94E-06	900	-73.6993	-78.07585														105388928	0
3634044162	4.000218391	37415.46875														8728.791	0	2.046132	0.5086185	1.96611	0.0001	0	0.00087343	0.000872873	3.12E-05	900	-54.67541	-58.3166	407379328	0
3634044180	4.000552177	36404.32422	1701.762	0	2.385381	0.4359754	2.293708	0.0001	0	0.000170322	0.000170174	7.09E-06	900	-73.77749	-77.84536														105388928	0
3634044192	3.99943018	36404.34766														8493.239	0	2.048208	0.5086185	1.96611	0.0001	0	0.000849861	0.000849318	3.04E-05	900	-55.01779	-58.69019	407379328	0
3634044210	4.000904083	35393.05859	1724.976	0	2.385727	0.4359754	2.293708	0.0001	0	0.000172645	0.000172496	7.19E-06	900	-71.19206	-75.24748														105388928	0
3634044222	4.000917912	35393.04688														8249.249	0	2.047211	0.5086185	1.96611	0.0001	0	0.000825446	0.000824919	2.95E-05	900	-54.84186	-58.53503	407379328	0
3634044240	4.000601292	34381.94531	1714.63	0	2.388066	0.4359754	2.293708	0.0001	0	0.00017161	0.000171461	7.15E-06	900	-72.00629	-78.15179														105388928	0
3634044252	3.99951601	34381.95703														7972.71	0	2.048293	0.5086185	1.96611	0.0001	0	0.000797775	0.000797265	2.85E-05	900	-55.28495	-59.01949	407379328	0
3634044270	4.001829624	33370.72656	1628.872	0	2.385438	0.4359754	2.293708	0.0001	0	0.000163027	0.000162885	6.79E-06	900	-69.76408	-78.68152														105388928	0
3634044282	4.000278473	33370.67969														7634.168	0	2.042921	0.5086185	1.96611	0.0001	0	0.000763897	0.000763411	2.72E-05	900	-53.55227	-57.1675	407379328	0
3634044300	4.000892639	32359.37695	1433.72	0	2.388767	0.4359754	2.293708	0.0001	0	0.000143495	0.00014337	5.98E-06	900	-67.6544	-80.05682														105388928	0
3634044312	3.998970747	32359.41406														7270.381	0	2.047374	0.5086185	1.96611	0.0001	0	0.000727497	0.000727033	2.60E-05	900	-56.04488	-59.86361	407379328	0
3634044330	4.001263618	31348.14844	1088.713	0	2.384093	0.4359754	2.293708	0.0001	0	0.000108964	0.00010887	4.53E-06	900	-65.72753	-79.62851														105388928	0
3634044342	4.000169277	31348.16016														6868.798	0	2.047443	0.5086185	1.96611	0.0001	0	0.000687314	0.000686875	2.46E-05	900	-56.71209	-60.442	407379328	0
3634044361	4.001075745	30336.85742	574.1597	0	2.381573	0.4359754	2.293708	0.0001	0	5.75E-05	5.74E-05	2.39E-06	900	-65.14334	-82.6806														105388928	0
3634044372	4.000184059	30336.91797														6530.578	0	2.044648	0.5086185	1.96611	0.0001	0	0.000653469	0.000653053	2.33E-05	900	-55.02548	-58.58379	407379328	0
3634044390	4.001003742	29325.79297	102.2206	0	2.369337	0.4359754	2.293708	0.0001	0	1.02E-05	1.02E-05	4.23E-07	900	-71.81085	-96.51192														105388928	0
3634044402	3.999807119	29325.81836														6400.891	0	2.044156	0.5086185	1.96611	0.0001	0	0.000640492	0.000640084	2.28E-05	900	-55.14384	-58.61503	407379328	0
3634044420	4.001166344	28314.38281	14.21564	0	2.174205	0.4359754	2.293708	0.0001	0	1.42E-06	1.42E-06	5.40E-08	900	-93.20636	-108.6031														105388928	0
3634044432	4.000575542	28314.32227														6388.783	0	2.045001	0.5086185	1.96611	0.0001	0	0.000639281	0.000638874	2.28E-05	900	-55.20576	-58.59993	407379328	0
3634044450	4.001086235	27303.15234	133.602	0	2.356071	0.4359754	2.293708	0.0001	0	1.34E-05	1.34E-05	5.50E-07	900	-74.97531	-101.8485														105388928	0
3634044462	3.999770164	27303.16602														6371.972	0	2.045818	0.5086185	1.96611	0.0001	0	0.000637599	0.000637193	2.28E-05	900	-55.43585	-58.99996	407379328	0
3634044480	4.000740528	26291.93555	442.9295	0	2.3802	0.4359754	2.293708	0.0001	0	4.43E-05	4.43E-05	1.84E-06	900	-76.98928	-87.11206														105388928	0
3634044492	4.000423431	26291.93555														6280.829	0	2.050138	0.5086185	1.96611	0.0001	0	0.000628481	0.000628078	2.25E-05	900	-57.72976	-61.43713	407379328	0
3634044511	4.001157761	25280.69141	685.767	0	2.372723	0.4359754	2.293708	0.0001	0	6.86E-05	6.86E-05	2.84E-06	900	-77.87478	-80.30247														105388928	0
3634044522	4.000041008	25280.75195														6061.178	0	2.049069	0.5086185	1.96611	0.0001	0	0.000606501	0.000606113	2.17E-05	900	-57.97459	-61.57498	407379328	0
3634044540	4.001309872	24269.44922	831.2394	0	2.388688	0.4359754	2.293708	0.0001	0	8.32E-05	8.31E-05	3.47E-06	900	-79.42193	-82.03525														105388928	0
3634044552	4.000203609	24269.49805														5762.229	0	2.045787	0.5086185	1.96611	0.0001	0	0.000576586	0.000576219	2.06E-05	900	-58.90953	-62.51376	407379328	0
3634044570	4.001237869	23258.18359	903.3057	0	2.38467	0.4359754	2.293708	0.0001	0	9.04E-05	9.03E-05	3.76E-06	900	-77.07333	-79.76436														105388928	0
3634044582	4.000521183	23258.19531														5441.596	0	2.050395	0.5086185	1.96611	0.0001	0	0.000544504	0.000544156	1.95E-05	900	-58.9572	-62.50384	407379328	0
3634044601	4.000977993	22247.14453	900.0079	0	2.387726	0.4359754	2.293708	0.0001	0	9.01E-05	9.00E-05	3.75E-06	900	-79.4398	-84.66587														105388928	0
3634044612	4.000346661	22247.12109														5130.753	0	2.04716	0.5086185	1.96611	0.0001	0	0.000513399	0.000513072	1.83E-05	900	-59.23384	-62.86844	407379328	0
3634044630	4.001101494	21235.91406	785.0486	0	2.388845	0.4359754	2.293708	0.0001	0	7.86E-05	7.85E-05	3.27E-06	900	-77.19098	-84.57121														105388928	0
3634044642	4.000544071	21235.87695														4806.221	0	2.050486	0.5086185	1.96611	0.0001	0	0.000480927	0.000480619	1.72E-05	900	-59.90362	-63.59064	407379328	0
3634044660	4.001140594	20224.66016	489.9887	0	2.381427	0.4359754	2.293708	0.0001	0	4.90E-05	4.90E-05	2.04E-06	900	-74.30142	-84.71203														105388928	0
3634044672	3.999924183	20224.7207														4468.368	0	2.051403	0.5086185	1.96611	0.0001	0	0.00044712	0.000446834	1.60E-05	900	-60.7417	-64.22446	407379328	0
3634044690	4.001457214	19213.30859	109.0225	0	2.393768	0.4359754	2.293708	0.0001	0	1.09E-05	1.09E-05	4.56E-07	900	-79.08517	-105.7137														105388928	0
3634044702	4.000387192	19213.27344														4282.512	0	2.05003	0.5086185	1.96611	0.0001	0	0.000428522	0.000428248	1.53E-05	900	-60.92808	-64.46346	407379328	0
3634044720	4.001586437	18202.19922	222.4357	0	2.401101	0.4359754	2.293708	0.0001	0	2.23E-05	2.22E-05	9.33E-07	900	-80.88677	-100.2667														105388928	0
3634044732	3.999969959	18202.18555														4220.382	0	2.049662	0.5086185	1.96611	0.0001	0	0.000422305	0.000422035	1.51E-05	900	-61.37005	-64.98228	407379328	0
3634044750	4.001186371	17190.83594	503.7176	0	2.381399	0.4359754	2.293708	0.0001	0	5.04E-05	5.04E-05	2.09E-06	900	-81.88461	-85.37167														105388928	0
3634044761	3.999593019	17190.82422														4015.214	0	2.04996	0.5086185	1.96611	0.0001	0	0.000401776	0.000401518	1.44E-05	900	-61.71246	-65.32971	407379328	0
3634044779	4.001434803	16179.70117	558.6248	0	2.383878	0.4359754	2.293708	0.0001	0	5.59E-05	5.59E-05	2.33E-06	900	-84.77066	-86.715														105388928	0
3634044791	4.000021458	16179.66504														3727.272	0	2.049192	0.5086185	1.96611	0.0001	0	0.000372963	0.000372724	1.33E-05	900	-62.36161	-66.0192	407379328	0
3634044809	4.00194025	15168.375	391.0869	0	2.388578	0.4359754	2.293708	0.0001	0	3.91E-05	3.91E-05	1.63E-06	900	-80.20941	-87.65506														105388928	0
3634044821	3.999787331	15168.35059														3405.139	0	2.051286	0.5086185	1.96611	0.0001	0	0.00034073	0.000340511	1.22E-05	900	-63.30969	-66.95489	407379328	0
