Time Stamp (s)	Temperature (K)	Field (Oe)	Resistance Ch1 (Ohms)	Resistance Std. Dev. Ch1 (Ohms)	Phase Angle Ch1 (deg)	Frequency Ch1 (Hz)	Averaging Time Ch1 (s)	AC Current Ch1 (mA)	DC Current Ch1 (mA)	Voltage Ampl Ch1 (V)	In Phase Voltage Ampl Ch1 (V)	Quadrature Voltage Ch1 (V)	Gain Ch1	2nd Harmonic Ch1 (dB)	3rd Harmonic Ch1 (dB)	Resistance Ch2 (Ohms)	Resistance Std. Dev. Ch2 (Ohms)	Phase Angle Ch2 (deg)	Frequency Ch2 (Hz)	Averaging Time Ch2 (s)	AC Current Ch2 (mA)	DC Current Ch2 (mA)	Voltage Ampl Ch2 (V)	In Phase Voltage Ampl Ch2 (V)	Quadrature Voltage Ch2 (V)	Gain Ch2	2nd Harmonic Ch2 (dB)	3rd Harmonic Ch2 (dB)	ETO Status Code	ETO Measurement Mode
3634042122	1.79995656	83932.74219														20991.42	0	2.033715	0.5086185	1.96611	0.0001	0	0.00210045	0.002099127	7.45E-05	900	-44.69519	-50.54196	407379328	0
3634042141	1.799919486	84943.98438	6458.589	0	2.381151	0.4359754	2.293708	0.0001	0	0.00064641	0.000645851	2.69E-05	900	-54.55524	-64.3861														105388928	0
3634042152	1.800016165	84943.94531														21339.24	0	2.033368	0.5086185	1.96611	0.0001	0	0.002135253	0.002133909	7.58E-05	900	-44.2395	-50.46344	407379328	0
3634042170	1.799811959	85955.25781	6440.824	0	2.382139	0.4359754	2.293708	0.0001	0	0.000644632	0.000644075	2.68E-05	900	-55.18652	-62.90725														105388928	0
3634042182	1.800075889	85955.25														21709	0	2.032944	0.5086185	1.96611	0.0001	0	0.002172251	0.002170884	7.71E-05	900	-43.75967	-50.30807	407379328	0
3634042200	1.799800992	86966.54688	6373.439	0	2.381812	0.4359754	2.293708	0.0001	0	0.000637888	0.000637337	2.65E-05	900	-55.56551	-60.9927														105388928	0
3634042212	1.79995656	86966.52344														22117.83	0	2.032302	0.5086185	1.96611	0.0001	0	0.002213159	0.002211767	7.85E-05	900	-43.24947	-50.43254	407379328	0
3634042230	1.799859881	87977.80469	6260.46	0	2.381032	0.4359754	2.293708	0.0001	0	0.00062658	0.000626039	2.60E-05	900	-60.42155	-60.52474														105388928	0
3634042241	1.80003345	87977.76563														22512.71	0	2.032198	0.5086185	1.96611	0.0001	0	0.002252671	0.002251255	7.99E-05	900	-43.2365	-50.2413	407379328	0
3634042259	1.799778938	88988.9375	6073.076	0	2.382695	0.4359754	2.293708	0.0001	0	0.000607826	0.000607301	2.53E-05	900	-61.1721	-57.18526														105388928	0
3634042270	1.799976945	88988.9375														22921.9	0	2.031054	0.5086185	1.96611	0.0001	0	0.002293614	0.002292173	8.13E-05	900	-42.93948	-49.76607	407379328	0
3634042288	1.799926519	90000.09375	5814.352	0	2.383129	0.4359754	2.293708	0.0001	0	0.000581932	0.000581428	2.42E-05	900	-61.81818	-56.7185														105388928	0
3634042300	1.799998879	90000.08594														23339.08	0	2.031154	0.5086185	1.96611	0.0001	0	0.002335358	0.002333891	8.28E-05	900	-42.59563	-49.66563	407379328	0
